title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publisher,publication_year,editions_by_work,work_ratings_count,author_ratings_count,publisher_ratings_count,cross_publisher_author_ratings_count,is_series,engagement,subjects_d1,subjects_d2,people_d1,people_d2,places_d1,places_d2,times_d1,times_d2,lang_en-GB,lang_en-US,lang_eng,lang_fre,lang_ger,lang_others,lang_spa
Monster: The Autobiography of an L.A. Gang Member,Sanyika Shakur,3.97,400,4239,350,Grove Press,2004.0,1.0,4239.0,4239,653726,4239,0,0.08256664307619721,-7.5098133,-5.613041,-21.84889,14.597512,-5.98876,7.487246,0.0,0.0,1,0,0,0,0,0,0
Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,P.J. O'Rourke,4.01,240,2762,180,Grove Press,2003.0,1.0,2762.0,2762,653726,2762,0,0.06517016654598118,-7.3810086,-5.297889,0.0,0.0,-25.125633,6.401455,0.0,0.0,0,1,0,0,0,0,0
The Air-Conditioned Nightmare,Henry Miller,3.83,292,2699,142,New Directions,1970.0,1.0,2699.0,86914,61722,3408,0,0.05261207854761023,-7.8485966,-6.8652387,6.550018,11.090794,-24.789097,6.317499,3.3107789,-9.254833,0,0,1,0,0,0,0
The Red Notebook: True Stories,Paul Auster,3.77,104,2390,120,New Directions,2002.0,1.0,2390.0,129897,61722,2390,0,0.0502092050209205,-6.3008285,-3.052875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
E.M. Forster: Critical Guidebook,Lionel Trilling,3.51,208,6,0,New Directions,1971.0,1.0,6.0,6,61722,6,0,0.0,-6.915976,-2.431865,0.74790716,-4.2477274,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Collected Poems of Wilfred Owen,Wilfred Owen,4.34,192,3151,106,New Directions,1965.0,1.0,3151.0,3151,61722,3151,0,0.03364011424944462,-5.1725454,-5.193821,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Laughter in the Dark,Vladimir Nabokov,3.97,292,8717,477,New Directions,2006.0,1.0,8717.0,108005,61722,8717,0,0.054720660777790524,-4.937627,-3.559885,-16.213116,14.622561,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Books in My Life,Henry Miller,3.81,327,709,29,New Directions,1969.0,1.0,709.0,86914,61722,3408,0,0.04090267983074753,-6.967721,-3.1625307,-23.47688,14.134301,-24.05958,6.156772,3.464112,-9.659338,0,0,1,0,0,0,0
Selected Poems,Octavio Paz,4.21,160,373,18,New Directions,1984.0,2.0,3269.0,9085,61722,373,0,0.04825737265415549,-7.5658765,1.357711,-20.612509,16.598904,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
A Streetcar Named Desire,Tennessee Williams,3.98,192,3458,337,New Directions,2004.0,2.0,238682.0,239324,61722,4100,0,0.09745517640254482,-5.2718997,-1.8107069,-22.68884,14.267124,1.4007406,-3.7530143,-22.12737,26.894001,0,1,0,0,0,0,0
Collected Stories,Tennessee Williams,4.31,608,642,46,New Directions,1994.0,1.0,642.0,239324,61722,4100,0,0.07165109034267912,-3.6579196,-3.535483,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Journey to the End of the Night,Louis-Ferdinand Céline,4.23,453,21561,876,New Directions,2006.0,1.0,21561.0,21561,61722,21561,0,0.04062891331570892,-4.4536743,-2.7707567,0.0,0.0,-0.7436312,-3.9022863,-19.487915,30.055855,0,0,1,0,0,0,0
Safe Conduct: An Autobiography and Other Writings,Boris Pasternak,3.82,256,83,8,New Directions,2009.0,1.0,83.0,262,61722,83,0,0.0963855421686747,-6.8459153,-6.453725,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Everything and Nothing,Jorge Luis Borges,4.38,108,593,37,New Directions,1999.0,1.0,593.0,53549,61722,593,0,0.06239460370994941,-4.7792144,-3.2619689,-14.460626,17.378529,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Paris Spleen,Charles Baudelaire,4.3,118,7792,176,New Directions,1970.0,1.0,7792.0,9968,61722,7792,0,0.022587268993839837,-7.4291697,0.87729365,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Samurai,Shūsaku Endō,3.96,272,1689,157,New Directions,1997.0,1.0,1689.0,20788,61722,1689,0,0.09295441089402014,-4.314606,-4.48487,-20.99787,17.646824,-17.109468,18.945572,0.0,0.0,0,0,1,0,0,0,0
The Daring Young Man on the Flying Trapeze and Other Stories,William Saroyan,4.21,272,677,42,New Directions,1997.0,1.0,677.0,1722,61722,677,0,0.0620384047267356,-3.8811622,-3.4583607,0.0,0.0,-6.158417,7.4706745,2.8319771,-9.0953045,0,0,1,0,0,0,0
The Blue Flowers,Raymond Queneau,4.05,232,1008,37,New Directions,1985.0,1.0,1008.0,5788,61722,1347,0,0.03670634920634921,-7.6011763,1.3869343,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Flight of Icarus,Raymond Queneau,3.99,191,339,45,New Directions,1973.0,1.0,339.0,5788,61722,1347,0,0.13274336283185842,0.21742202,-6.956742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
In Search of Duende,Federico García Lorca,4.3,99,616,36,New Directions,1998.0,1.0,616.0,2040,61722,616,0,0.05844155844155844,-5.058725,-3.1499007,-19.61751,13.619339,-2.2702036,6.1179833,0.0,0.0,0,0,1,0,0,0,0
October Light,John Gardner,3.88,399,843,61,New Directions,2005.0,1.0,843.0,8178,61722,843,0,0.07236061684460261,-1.57785,-3.133193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Turtle Island,Gary Snyder,4.09,112,3809,105,New Directions,1974.0,1.0,3809.0,3809,61722,3809,0,0.027566290364925177,-7.0849643,0.49753696,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Borges and The Eternal Orangutans,Luis Fernando Verissimo,3.81,135,567,80,New Directions,2005.0,1.0,567.0,567,61722,567,0,0.14109347442680775,-3.5793593,-7.713509,-14.467925,17.37363,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Portrait of a Lady,Henry James,3.78,635,392,41,Barnes & Noble Classics,2004.0,1.0,392.0,75226,171528,392,0,0.10459183673469388,-2.702171,-5.204826,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Pride and Prejudice,Jane Austen,4.26,392,1628,171,Barnes & Noble Classics,2004.0,6.0,7068.0,1046486,171528,2283,0,0.10503685503685503,-2.575339,-3.968033,-23.681309,13.874023,26.512016,11.570799,18.236273,0.90056545,0,0,1,0,0,0,0
A Tale of Two Cities,Charles Dickens,3.84,429,730,88,Barnes & Noble Classics,2003.0,5.0,2544.0,270320,171528,2722,0,0.12054794520547946,-3.389646,-4.058426,-21.095797,15.722903,-1.0212085,-4.1403203,-22.810198,26.50452,0,1,0,0,0,0,0
Moby-Dick,Herman Melville,3.5,707,1260,207,Barnes & Noble Classics,2003.0,7.0,12571.0,30534,171528,1260,0,0.16428571428571428,-1.2228328,-1.9813114,-14.566741,5.2145395,5.522296,6.1818,0.0,0.0,0,0,1,0,0,0,0
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,720,1089,202,Barnes & Noble Classics,2004.0,11.0,197646.0,898403,171528,1656,0,0.1854912764003673,-4.9465528,-3.3972762,-7.151108,29.7667,-14.419164,10.0546,23.705118,-2.8907554,0,0,1,0,0,0,0
Vanity Fair,William Makepeace Thackeray,3.79,696,553,97,Barnes & Noble Classics,2003.0,1.0,553.0,103726,171528,553,0,0.17540687160940324,-2.5547585,-4.282098,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Woman in White,Wilkie Collins,4.0,635,624,136,Barnes & Noble Classics,2005.0,5.0,108992.0,176649,171528,624,0,0.21794871794871795,-2.739208,-4.3984194,0.0,0.0,27.163935,12.187026,23.311058,-6.0487547,0,0,1,0,0,0,0
The Good Soldier,Ford Madox Ford,3.72,256,264,35,Barnes & Noble Classics,2005.0,1.0,264.0,264,171528,264,0,0.13257575757575757,-2.400571,-5.38588,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Metamorphosis and Other Stories,Franz Kafka,4.03,224,38114,793,Barnes & Noble Classics,2003.0,6.0,58562.0,270021,171528,38246,0,0.020806003043501074,-4.8987174,-3.4155755,13.75449,-9.774043,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle,4.49,709,26794,278,Barnes & Noble Classics,2003.0,2.0,27668.0,257175,171528,27668,0,0.010375457191908636,-2.322791,-8.9852915,-15.7907715,15.454229,-18.358332,6.224164,-18.292267,28.250046,0,0,1,0,0,0,0
The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle,4.47,709,874,57,Barnes & Noble Classics,2003.0,2.0,27668.0,257175,171528,27668,0,0.06521739130434782,-2.322791,-8.9852915,-15.7907715,15.454229,-18.358332,6.224164,-18.292267,28.250046,0,0,1,0,0,0,0
The Three Musketeers,Alexandre Dumas,4.07,761,1149,147,Barnes & Noble Classics,2004.0,2.0,2528.0,671080,171528,1149,0,0.1279373368146214,-4.6377196,-4.3665953,-23.20205,14.397176,3.8941464,26.437933,-7.6543536,29.18106,0,0,1,0,0,0,0
Kim,Rudyard Kipling,3.72,286,398,63,Barnes & Noble Classics,2003.0,2.0,557.0,119394,171528,398,0,0.15829145728643215,-2.3053937,-3.511318,-22.859764,14.683418,-19.098427,5.2645564,23.889105,-5.901016,0,0,1,0,0,0,0
Main Street,Sinclair Lewis,3.77,560,286,37,Barnes & Noble Classics,2003.0,2.0,21737.0,40881,171528,286,0,0.12937062937062938,-3.1682465,-4.792055,0.0,0.0,-6.700819,11.23344,0.0,0.0,0,1,0,0,0,0,0
The Idiot,Fyodor Dostoyevsky,4.18,578,442,52,Barnes & Noble Classics,2004.0,5.0,97482.0,898403,171528,1656,0,0.11764705882352941,-4.920603,-3.3980348,-7.1573215,29.982822,-14.3811,10.058687,23.697712,-2.8716078,0,0,1,0,0,0,0
A Tale of Two Cities,Charles Dickens,3.84,409,301,44,Barnes & Noble Classics,2004.0,5.0,2544.0,270320,171528,2722,0,0.1461794019933555,-3.389646,-4.058426,-21.095797,15.722903,-1.0212085,-4.1403203,-22.810198,26.50452,1,0,0,0,0,0,0
The House of Mirth,Edith Wharton,3.95,359,74,9,Barnes & Noble Classics,2003.0,5.0,70207.0,82655,171528,434,0,0.12162162162162163,-2.4271512,-4.5301757,-22.539085,14.91208,17.343983,-17.201426,-22.621954,26.469265,0,0,1,0,0,0,0
The House of Mirth,Edith Wharton,3.95,348,360,67,Barnes & Noble Classics,2004.0,5.0,70207.0,82655,171528,434,0,0.18611111111111112,-2.4271512,-4.5301757,-22.539085,14.91208,17.343983,-17.201426,-22.621954,26.469265,0,0,1,0,0,0,0
Oliver Twist,Charles Dickens,3.86,478,348,47,Barnes & Noble Classics,2004.0,3.0,2603.0,270320,171528,2722,0,0.13505747126436782,-2.698127,-3.850919,-17.850828,16.037786,10.421966,8.171165,23.229557,-5.7521257,0,0,1,0,0,0,0
The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,400,263,37,Barnes & Noble Classics,2003.0,1.0,263.0,383129,171528,9827,0,0.14068441064638784,-4.9664884,-3.165971,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Idiot,Fyodor Dostoyevsky,4.18,559,125,13,Barnes & Noble Classics,2005.0,5.0,97482.0,898403,171528,1656,0,0.104,-4.920603,-3.3980348,-7.1573215,29.982822,-14.3811,10.058687,23.697712,-2.8716078,0,0,1,0,0,0,0
Middlemarch,George Eliot,3.96,848,503,121,Barnes & Noble Classics,2003.0,2.0,553.0,45487,171528,709,0,0.24055666003976142,-2.6991763,-3.821707,-21.007063,16.017303,27.4073,12.161542,23.521278,-5.807633,0,0,1,0,0,0,0
Ward No. 6 and Other Stories,Anton Chekhov,4.33,400,6988,173,Barnes & Noble Classics,2003.0,1.0,6988.0,47700,171528,6988,0,0.02475672581568403,-4.8238325,-3.1723304,11.882615,-6.623209,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Daniel Deronda,George Eliot,3.84,784,206,47,Barnes & Noble Classics,2005.0,1.0,206.0,45487,171528,709,0,0.22815533980582525,-4.0673404,-4.6854386,-21.051638,16.061068,27.322956,11.986302,23.566101,-5.844721,0,0,1,0,0,0,0
Essential Dialogues of Plato,Plato,4.05,624,4853,14,Barnes & Noble Classics,2005.0,1.0,4853.0,207380,171528,5245,0,0.00288481351741191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Republic,Plato,3.94,496,392,33,Barnes & Noble Classics,2005.0,1.0,392.0,207380,171528,5245,0,0.08418367346938775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Communist Manifesto and Other Writings,Karl Marx,3.65,224,26,0,Barnes & Noble Classics,2005.0,1.0,26.0,77180,171528,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Essential Tales and Poems,Edgar Allan Poe,4.36,688,66382,109,Barnes & Noble Classics,2004.0,1.0,66382.0,256363,171528,66382,0,0.0016420113886294477,-11.726617,-8.7735815,-12.1082535,16.320892,2.6593513,-7.405282,-4.973394,-1.8559614,0,1,0,0,0,0,0
The Metamorphosis and Other Stories,Franz Kafka,4.03,191,132,19,Barnes & Noble Classics,2004.0,6.0,58562.0,270021,171528,38246,0,0.14393939393939395,-4.8987174,-3.4155755,13.75449,-9.774043,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Sense and Sensibility,Jane Austen,4.07,336,655,67,Barnes & Noble Classics,2003.0,6.0,11271.0,1046486,171528,2283,0,0.10229007633587786,-2.6009517,-4.01263,0.0,0.0,27.195423,12.146886,13.677028,8.849198,0,0,1,0,0,0,0
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,4.01,320,857,57,Barnes & Noble Classics,2003.0,1.0,857.0,348909,171528,857,0,0.06651108518086347,-3.0388577,-4.023391,0.0,0.0,-17.444893,4.553843,0.0,0.0,0,0,1,0,0,0,0
Agnes Grey,Anne Brontë,3.68,224,418,77,Barnes & Noble Classics,2005.0,1.0,418.0,418,171528,418,0,0.18421052631578946,-2.0733087,-4.684039,-22.207647,15.890856,27.279964,12.1321745,23.094522,-6.0178504,0,0,1,0,0,0,0
Writing,Marguerite Duras,3.75,91,778,44,Brookline Books,1999.0,1.0,778.0,7590,778,778,0,0.056555269922879174,-4.9561787,-3.2213724,-21.812174,14.446915,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Ravishing of Lol Stein,Marguerite Duras,3.66,181,2057,128,Pantheon,1986.0,1.0,2057.0,7590,242960,2057,0,0.06222654350996597,-5.1205173,-3.8491912,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,4.06,227,386,37,Pantheon,2006.0,2.0,22756.0,347319,242960,22412,1,0.09585492227979274,-2.2558403,-8.00334,0.0,0.0,-14.644109,6.46319,0.0,0.0,0,0,1,0,0,0,0
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4.08,233,22026,912,Pantheon,2005.0,3.0,23229.0,347319,242960,22412,1,0.04140561154998638,-2.2840664,-7.9393644,-18.209661,18.504448,-14.644349,6.462187,0.0,0.0,0,0,1,0,0,0,0
Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi,4.25,153,144121,8131,Pantheon,2004.0,1.0,144121.0,224623,242960,158775,1,0.0564178710944276,-0.90299165,-0.06596214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Embroideries,Marjane Satrapi,3.86,144,14654,1121,Pantheon,2006.0,1.0,14654.0,224623,242960,158775,0,0.07649788453664529,-0.3225874,0.4313611,0.0,0.0,-2.983419,3.7094202,0.0,0.0,0,0,1,0,0,0,0
Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,120,174,16,Pantheon,2003.0,1.0,174.0,174,242960,174,0,0.09195402298850575,-0.5169319,0.5184931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,288,308,9,Pantheon,1982.0,1.0,308.0,390,242960,308,0,0.02922077922077922,-7.7941003,-3.565317,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Mythology: The DC Comics Art of Alex Ross,Alex Ross,4.33,320,1994,37,Pantheon,2005.0,1.0,1994.0,1994,242960,1994,0,0.018555667001003008,-0.7916727,-0.09767989,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman,4.44,384,1212,18,Pantheon,1989.0,2.0,4384.0,4454,242960,4384,0,0.01485148514851485,-10.099106,-7.997069,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman,4.38,352,3172,40,Pantheon,1989.0,2.0,4384.0,4454,242960,4384,0,0.012610340479192938,-10.099106,-7.997069,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Peanuts: The Art of Charles M. Schulz,Chip Kidd,4.38,368,592,39,Pantheon,2003.0,1.0,592.0,5264,242960,592,0,0.06587837837837837,-0.7551101,0.35032877,-20.665009,17.331697,-24.450329,6.4346113,0.0,0.0,0,0,1,0,0,0,0
Black Hole,Charles Burns,3.84,368,38261,2037,Pantheon,2005.0,1.0,38261.0,40391,242960,38261,0,0.05323959122866627,-0.29878724,0.29356226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Epileptic,David B.,3.88,368,11891,534,Pantheon,2005.0,1.0,11891.0,11891,242960,11891,0,0.04490791354806156,-0.06854365,1.000787,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Whalestoe Letters,Mark Z. Danielewski,4.04,83,2112,96,Pantheon,2000.0,1.0,2112.0,104692,242960,2112,0,0.045454545454545456,-2.1241298,-5.811102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Love Letters,Kahlil Gibran,3.68,178,203,8,One World (UK),1999.0,1.0,203.0,199115,615,203,0,0.03940886699507389,-6.92288,-6.0712333,-22.8585,13.915684,-24.430454,6.171563,3.087975,-9.327572,0,0,1,0,0,0,0
The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,4.08,416,412,42,One World (UK),2000.0,1.0,412.0,412,615,412,0,0.10194174757281553,-6.623927,-4.9272494,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Kahlil Gibran: His Life and World,Jean Gibran,4.21,464,35,2,Interlink Publishing Group,1998.0,1.0,35.0,35,35,35,0,0.05714285714285714,-6.528493,-5.8413663,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Jesus the Son of Man,Kahlil Gibran,3.98,216,1308,82,Knopf,1995.0,1.0,1308.0,199115,88624,4323,0,0.06269113149847094,-2.7550204,-6.07869,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Sand and Foam,Kahlil Gibran,4.08,100,3015,217,Knopf,2011.0,1.0,3015.0,199115,88624,4323,0,0.07197346600331675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
On Truth,Harry G. Frankfurt,3.52,112,790,99,Knopf,2006.0,1.0,790.0,10148,88624,790,0,0.12531645569620253,-6.135357,-4.7652936,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Terrorist,John Updike,3.17,320,3490,410,Knopf,2006.0,1.0,3490.0,24088,88624,3490,0,0.1174785100286533,-3.5412304,-7.1073694,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Race of Scorpions (The House of Niccolo  #3),Dorothy Dunnett,4.42,534,21,1,Knopf,1990.0,1.0,21.0,21,88624,21,1,0.047619047619047616,-3.6934114,-6.039223,0.0,0.0,-17.594757,10.317326,-22.120243,26.710314,0,0,1,0,0,0,0
Caligula and Three Other Plays,Albert Camus,4.04,0,17,3,Knopf,1966.0,1.0,17.0,100054,88624,17,0,0.17647058823529413,-6.900255,-8.256602,13.998729,-9.526168,0.0,0.0,3.1764073,-10.144343,0,0,0,1,0,0,0
Geisha: The Life  the Voices  the Art,Jodi Cobb,3.9,128,188,12,Knopf,1998.0,1.0,188.0,188,88624,188,0,0.06382978723404255,-6.936352,-4.697894,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,433,71280,5494,Knopf,2006.0,1.0,71280.0,71280,88624,71280,0,0.07707631874298541,-4.261964,-5.566398,-17.5723,15.247465,-16.210535,8.300942,-21.79988,26.507282,0,0,1,0,0,0,0
Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,320,4545,477,Knopf,2006.0,1.0,4545.0,4545,88624,4545,0,0.10495049504950495,-6.9483533,-5.22724,0.0,0.0,-16.478264,6.8613415,-4.4087524,17.91986,0,0,1,0,0,0,0
Collected Stories,Franz Kafka,4.35,566,445,30,Knopf,1993.0,1.0,445.0,270021,88624,445,0,0.06741573033707865,-5.134378,-3.8457146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
What Work Is,Philip Levine,4.27,77,2102,90,Knopf,1992.0,1.0,2102.0,2758,88624,2758,0,0.04281636536631779,-7.0593357,0.43464354,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Simple Truth,Philip Levine,4.21,69,656,52,Knopf,1996.0,1.0,656.0,2758,88624,2758,0,0.07926829268292683,-7.081941,0.46740896,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
In the Kitchen with Rosie: Oprah's Favorite Recipes,Rosie Daley,3.04,142,767,31,Knopf,1994.0,1.0,767.0,767,88624,767,0,0.04041720990873533,-9.439635,-7.225694,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Treasure Island,Robert Louis Stevenson,3.83,213,420,42,Sterling Children's Books,2004.0,6.0,325391.0,348909,420,420,0,0.1,-1.322354,-2.7979934,-20.26444,17.561085,15.253032,1.244309,18.600979,0.7599087,0,1,0,0,0,0,0
Treasure Island,Robert Louis Stevenson,3.83,245,5967,276,Simon & Schuster,2005.0,6.0,325391.0,348909,4417707,5967,0,0.04625439919557567,-1.322354,-2.7979934,-20.26444,17.561085,15.253032,1.244309,18.600979,0.7599087,0,0,1,0,0,0,0
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,317,120,15,Simon & Schuster,1993.0,2.0,6996.0,8065,4417707,6996,0,0.125,-6.8577795,-2.9521136,-4.5770917,14.130974,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,916,133840,6118,Simon & Schuster,2006.0,1.0,133840.0,170933,4417707,170933,0,0.045711297071129704,-6.798797,-5.4557624,-4.587973,14.1291685,1.6885315,6.5128407,-16.427347,29.450811,0,0,1,0,0,0,0
John Adams,David McCullough,4.06,752,1852,285,Simon & Schuster,2001.0,2.0,284501.0,576622,4417707,279234,0,0.1538876889848812,-6.7445874,-5.4190893,9.134743,-8.921116,-24.625488,6.223991,7.016618,6.532289,0,1,0,0,0,0,0
On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,372,1182,175,Simon & Schuster,2006.0,1.0,1182.0,31024,4417707,1182,1,0.14805414551607446,-2.8602157,-7.801554,0.0,0.0,12.038836,0.16232476,0.0,0.0,0,0,1,0,0,0,0
Children Playing Before a Statue of Hercules,David Sedaris,3.68,344,6490,463,Simon & Schuster,2005.0,1.0,6490.0,11174,4417707,6490,0,0.07134052388289676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Angela's Ashes,Frank McCourt,4.11,224,711,64,Simon & Schuster,1998.0,1.0,711.0,27219,4417707,711,0,0.090014064697609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Easy Prey (Lucas Davenport  #11),John Sandford,4.08,480,11676,341,Simon & Schuster,2004.0,1.0,11676.0,180185,4417707,27053,1,0.02920520726276122,-2.8432164,-8.094946,0.0,0.0,6.067118,8.538135,0.0,0.0,0,0,1,0,0,0,0
My Pride and Joy: An Autobiography,George  Adamson,4.23,304,134,12,Simon & Schuster,1987.0,1.0,134.0,134,4417707,134,0,0.08955223880597014,-6.0842285,-5.1114135,-23.623825,13.805302,-15.716997,8.049008,0.0,0.0,0,1,0,0,0,0,0
Days Between Stations,Steve Erickson,4.0,256,709,49,Simon & Schuster,2005.0,1.0,709.0,709,4417707,709,0,0.0691114245416079,-3.8403714,-5.4245586,0.0,0.0,27.078644,12.1818695,23.221798,-6.1599545,0,0,1,0,0,0,0
Palestine: Peace Not Apartheid,Jimmy Carter,3.82,288,2864,349,Simon & Schuster,2006.0,1.0,2864.0,9221,4417707,8230,0,0.12185754189944134,-7.2085586,-5.2584257,-23.04717,14.882415,-11.732729,0.7577958,-22.086847,27.824625,0,0,1,0,0,0,0
The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,4.08,752,84,4,Simon & Schuster,2013.0,0.0,0.0,33785,4417707,9851,0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Wise Men: Six Friends and the World They Made,Walter Isaacson,4.07,864,2664,78,Simon & Schuster,1997.0,1.0,2664.0,118486,4417707,118486,0,0.02927927927927928,-7.1633387,-5.250508,-20.862892,18.035297,-0.9086199,3.1913815,9.674354,4.1921334,0,0,1,0,0,0,0
The Scarlet Letter,Nathaniel Hawthorne,3.4,400,1373,68,Simon & Schuster,2004.0,8.0,617375.0,626476,4417707,1373,0,0.049526584122359794,-10.754843,-9.22254,-22.611727,14.157547,5.593131,3.982455,-11.146468,31.327475,0,0,1,0,0,0,0
The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,701,1872,106,Simon & Schuster,2000.0,1.0,1872.0,96910,4417707,1872,0,0.056623931623931624,-2.388717,-4.2294216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,633,37093,1171,Simon & Schuster,1995.0,1.0,37093.0,170933,4417707,170933,0,0.03156929878952902,-6.5436416,-5.425386,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.5,320,36,8,Simon & Schuster,2000.0,1.0,36.0,36,4417707,36,0,0.2222222222222222,-6.7862816,-6.411632,-23.595436,12.937401,3.824705,26.364483,2.8275762,-9.906354,0,0,1,0,0,0,0
A Rose for the Crown,Anne Easter Smith,4.02,650,4685,264,Simon & Schuster,2006.0,1.0,4685.0,4685,4417707,4685,0,0.056350053361792954,-1.8428043,-6.1974583,-22.903982,13.743049,-1.3737091,21.529108,-19.669779,28.734745,0,0,1,0,0,0,0
Life After God,Douglas Coupland,3.79,291,9882,338,Simon & Schuster,2002.0,1.0,9882.0,46188,4417707,9882,0,0.03420360250961344,-3.9677503,-2.7913854,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
